chr10	5726908	1
chr10	5726909	1
chr10	5726910	1
chr10	5726911	1
chr10	5726912	1
chr10	5726913	1
chr10	5726914	1
chr10	5726915	1
chr10	5726916	1
chr10	5726917	1
chr10	5726918	1
chr10	5726919	1
chr10	5726920	1
chr10	5726921	1
chr10	5726922	1
chr10	5726923	1
chr10	5726924	1
chr10	5726925	1
chr10	5726926	1
chr10	5726927	1
chr10	5726928	1
chr10	5726929	1
chr10	5726930	1
chr10	5726931	1
chr10	5726932	1
chr10	5726933	1
chr10	5726934	1
chr10	5726935	1
chr10	5726936	1
chr10	5726937	1
chr10	5726938	1
chr10	5726939	1
chr10	5726940	1
chr10	5726941	1
chr10	5726942	1
chr10	5726943	1
chr10	5726944	1
chr10	5726945	1
chr10	5726946	1
chr10	5726947	1
chr10	5726948	1
chr10	5726949	1
chr10	5726950	1
chr10	5726951	1
chr10	5726952	1
chr10	5726953	1
chr10	5726954	1
chr10	5726955	1
chr10	5726956	1
chr10	5726957	1
chr10	5726958	1
chr10	5726959	1
chr10	5726960	1
chr10	5726961	1
chr10	5726962	1
chr10	5726963	1
chr10	5726964	2
chr10	5726965	2
chr10	5726966	2
chr10	5726967	2
chr10	5726968	2
chr10	5726969	2
chr10	5726970	2
chr10	5726971	3
chr10	5726972	3
chr10	5726973	3
chr10	5726974	3
chr10	5726975	3
chr10	5726976	3
chr10	5726977	3
chr10	5726978	3
chr10	5726979	3
chr10	5726980	3
chr10	5726981	3
chr10	5726982	3
chr10	5726983	3
chr10	5726984	3
chr10	5726985	3
chr10	5726986	3
chr10	5726987	3
chr10	5726988	3
chr10	5726989	3
chr10	5726990	3
chr10	5726991	3
chr10	5726992	3
chr10	5726993	3
chr10	5726994	3
chr10	5726995	3
chr10	5726996	3
chr10	5726997	3
chr10	5726998	3
chr10	5726999	3
chr10	5727000	3
chr10	5727001	3
chr10	5727002	3
chr10	5727003	3
chr10	5727004	3
chr10	5727005	3
chr10	5727006	4
chr10	5727007	4
chr10	5727008	3
chr10	5727009	3
chr10	5727010	3
chr10	5727011	3
chr10	5727012	3
chr10	5727013	3
chr10	5727014	3
chr10	5727015	3
chr10	5727016	3
chr10	5727017	3
chr10	5727018	3
chr10	5727019	3
chr10	5727020	3
chr10	5727021	3
chr10	5727022	3
chr10	5727023	3
chr10	5727024	3
chr10	5727025	3
chr10	5727026	3
chr10	5727027	3
chr10	5727028	3
chr10	5727029	3
chr10	5727030	3
chr10	5727031	3
chr10	5727032	3
chr10	5727033	3
chr10	5727034	3
chr10	5727035	3
chr10	5727036	3
chr10	5727037	3
chr10	5727038	3
chr10	5727039	3
chr10	5727040	3
chr10	5727041	3
chr10	5727042	3
chr10	5727043	3
chr10	5727044	3
chr10	5727045	3
chr10	5727046	3
chr10	5727047	2
chr10	5727048	2
chr10	5727049	2
chr10	5727050	2
chr10	5727051	2
chr10	5727052	2
chr10	5727053	2
chr10	5727054	2
chr10	5727055	2
chr10	5727056	2
chr10	5727057	2
chr10	5727058	2
chr10	5727059	2
chr10	5727060	2
chr10	5727061	2
chr10	5727062	2
chr10	5727063	1
chr10	5727064	1
chr10	5727065	1
chr10	5727066	1
chr10	5727067	1
chr10	5727068	1
chr10	5727069	1
chr10	5727070	1
chr10	5727071	1
chr10	5727072	1
chr10	5727073	1
chr10	5727074	1
chr10	5727075	1
chr10	5727076	1
chr10	5727077	1
chr10	5727078	1
chr10	5727079	1
chr10	5727080	2
chr10	5727081	2
