chr10	5768847	104
chr10	5768848	105
chr10	5768849	106
chr10	5768850	109
chr10	5768851	114
chr10	5768852	114
chr10	5768853	114
chr10	5768854	112
chr10	5768855	110
chr10	5768856	110
chr10	5768857	109
chr10	5768858	109
chr10	5768859	109
chr10	5768860	110
chr10	5768861	111
chr10	5768862	109
chr10	5768863	109
chr10	5768864	111
chr10	5768865	113
chr10	5768866	113
chr10	5768867	114
chr10	5768868	117
chr10	5768869	121
chr10	5768870	118
chr10	5768871	118
chr10	5768872	119
chr10	5768873	118
chr10	5768874	121
chr10	5768875	124
chr10	5768876	125
chr10	5768877	125
chr10	5768878	125
chr10	5768879	125
chr10	5768880	123
chr10	5768881	126
chr10	5768882	126
chr10	5768883	126
chr10	5768884	123
chr10	5768885	121
chr10	5768886	121
chr10	5768887	123
chr10	5768888	125
chr10	5768889	125
chr10	5768890	128
chr10	5768891	128
chr10	5768892	131
chr10	5768893	131
chr10	5768894	130
chr10	5768895	126
chr10	5768896	127
chr10	5768897	125
chr10	5768898	127
chr10	5768899	127
chr10	5768900	125
chr10	5768901	127
chr10	5768902	128
chr10	5768903	130
chr10	5768904	131
chr10	5768905	131
chr10	5768906	134
chr10	5768907	133
chr10	5768908	137
chr10	5768909	136
chr10	5768910	138
chr10	5768911	137
chr10	5768912	137
chr10	5768913	138
chr10	5768914	138
chr10	5768915	138
chr10	5768916	135
chr10	5768917	136
chr10	5768918	136
chr10	5768919	137
chr10	5768920	140
